#Données
#x    Psi real Meth1    Psi imag Meth1    Psi real Meth2    Psi imag Meth2
-5   		-0.0518376  	 	-1.14154   		0.127061  	 	1.12393
-4.99975   		-0.0516256  	 	-1.14157   		0.126854  	 	1.12398
-4.9995   		-0.0514136  	 	-1.14161   		0.126646  	 	1.12403
-4.99925   		-0.0512016  	 	-1.14164   		0.126439  	 	1.12408
-4.999   		-0.0509896  	 	-1.14168   		0.126232  	 	1.12413
-4.99875   		-0.0507776  	 	-1.14171   		0.126025  	 	1.12418
-4.9985   		-0.0505655  	 	-1.14175   		0.125818  	 	1.12423
-4.99825   		-0.0503535  	 	-1.14178   		0.125611  	 	1.12428
-4.998   		-0.0501415  	 	-1.14182   		0.125404  	 	1.12432
-4.99775   		-0.0499294  	 	-1.14185   		0.125197  	 	1.12437
-4.9975   		-0.0497174  	 	-1.14189   		0.12499  	 	1.12442
-4.99725   		-0.0495053  	 	-1.14192   		0.124783  	 	1.12447
-4.997   		-0.0492933  	 	-1.14196   		0.124576  	 	1.12452
-4.99675   		-0.0490812  	 	-1.14199   		0.124368  	 	1.12457
-4.9965   		-0.0488692  	 	-1.14203   		0.124161  	 	1.12461
-4.99625   		-0.0486571  	 	-1.14206   		0.123954  	 	1.12466
-4.996   		-0.0484451  	 	-1.14209   		0.123747  	 	1.12471
-4.99575   		-0.048233  	 	-1.14213   		0.12354  	 	1.12476
-4.9955   		-0.048021  	 	-1.14216   		0.123333  	 	1.12481
-4.99525   		-0.0478089  	 	-1.1422   		0.123126  	 	1.12485
-4.995   		-0.0475968  	 	-1.14223   		0.122918  	 	1.1249
-4.99475   		-0.0473847  	 	-1.14226   		0.122711  	 	1.12495
-4.9945   		-0.0471727  	 	-1.1423   		0.122504  	 	1.125
-4.99425   		-0.0469606  	 	-1.14233   		0.122297  	 	1.12504
-4.994   		-0.0467485  	 	-1.14237   		0.12209  	 	1.12509
-4.99375   		-0.0465364  	 	-1.1424   		0.121882  	 	1.12514
-4.9935   		-0.0463243  	 	-1.14243   		0.121675  	 	1.12519
-4.99325   		-0.0461123  	 	-1.14247   		0.121468  	 	1.12523
-4.993   		-0.0459002  	 	-1.1425   		0.121261  	 	1.12528
-4.99275   		-0.0456881  	 	-1.14253   		0.121053  	 	1.12533
-4.9925   		-0.045476  	 	-1.14257   		0.120846  	 	1.12537
-4.99225   		-0.0452639  	 	-1.1426   		0.120639  	 	1.12542
-4.992   		-0.0450518  	 	-1.14263   		0.120432  	 	1.12547
-4.99175   		-0.0448397  	 	-1.14267   		0.120224  	 	1.12551
-4.9915   		-0.0446276  	 	-1.1427   		0.120017  	 	1.12556
-4.99125   		-0.0444154  	 	-1.14273   		0.11981  	 	1.12561
-4.991   		-0.0442033  	 	-1.14277   		0.119603  	 	1.12565
-4.99075   		-0.0439912  	 	-1.1428   		0.119395  	 	1.1257
-4.9905   		-0.0437791  	 	-1.14283   		0.119188  	 	1.12575
-4.99025   		-0.043567  	 	-1.14286   		0.118981  	 	1.12579
-4.99   		-0.0433549  	 	-1.1429   		0.118773  	 	1.12584
-4.98975   		-0.0431427  	 	-1.14293   		0.118566  	 	1.12589
-4.9895   		-0.0429306  	 	-1.14296   		0.118359  	 	1.12593
-4.98925   		-0.0427185  	 	-1.14299   		0.118151  	 	1.12598
-4.989   		-0.0425063  	 	-1.14303   		0.117944  	 	1.12602
-4.98875   		-0.0422942  	 	-1.14306   		0.117737  	 	1.12607
